,team_name,seed,effective_seed,region,round
0,baylor,1,1,east,2
0,saint_peters,15,2,east,2
0,yale,14,3,east,2
0,akron,13,4,east,2
0,saint_marys,5,5,east,2
0,virginia_tech,11,6,east,2
0,murray_state,7,7,east,2
0,north_carolina,8,8,east,2
