,team_name,seed,effective_seed,region,round
0,alabama,1,1,south,2
0,princeton,15,2,south,2
0,baylor,3,3,south,2
0,virginia,4,4,south,2
0,charleston,12,5,south,2
0,creighton,6,6,south,2
0,missouri,7,7,south,2
0,maryland,8,8,south,2
